tcpi_state,tcpi_ca_state,tcpi_retransmits,tcpi_probes,tcpi_backoff,tcpi_options,tcpi_snd_wscale,tcpi_rcv_wscale,tcpi_rto,tcpi_ato,tcpi_snd_mss,tcpi_rcv_mss,tcpi_unacked,tcpi_sacked,tcpi_lost,tcpi_retrans,tcpi_fackets,tcpi_last_data_sent,tcpi_last_ack_sent,tcpi_last_data_recv,tcpi_last_ack_recv,tcpi_pmtu,tcpi_rcv_ssthresh,tcpi_rtt,tcpi_rttvar,tcpi_snd_ssthresh,tcpi_snd_cwnd,tcpi_advmss,tcpi_reordering,tcpi_rcv_rtt,tcpi_rcv_space,tcpi_total_retrans
1,0,0,0,0,7,4,4,376000,0,16384,536,38,0,0,0,0,44,0,24177848,44,16436,32792,164000,3000,26,38,16384,3,0,32792,0
1,0,0,0,0,7,4,4,376000,0,16384,536,38,0,0,0,0,92,0,24177896,92,16436,32792,164000,3000,26,38,16384,3,0,32792,0
1,0,0,0,0,7,4,4,372000,0,16384,536,32,0,0,0,0,20,0,24177948,20,16436,32792,163500,4000,26,38,16384,3,0,32792,0
1,0,0,0,0,7,4,4,372000,0,16384,536,32,0,0,0,0,68,0,24177996,68,16436,32792,163500,4000,26,38,16384,3,0,32792,0
1,0,0,0,0,7,4,4,372000,0,16384,536,32,0,0,0,0,120,0,24178048,120,16436,32792,163500,4000,26,38,16384,3,0,32792,0
1,0,0,0,0,7,4,4,372000,0,16384,536,32,0,0,0,0,172,0,24178100,172,16436,32792,163500,4000,26,38,16384,3,0,32792,0
1,0,0,0,0,7,4,4,372000,0,16384,536,32,0,0,0,0,224,0,24178152,224,16436,32792,163500,4000,26,38,16384,3,0,32792,0
1,0,0,0,0,7,4,4,372000,0,16384,536,32,0,0,0,0,272,0,24178200,272,16436,32792,163500,4000,26,38,16384,3,0,32792,0
1,0,0,0,0,7,4,4,372000,0,16384,536,32,0,0,0,0,324,0,24178252,324,16436,32792,163500,4000,26,38,16384,3,0,32792,0
1,1,1,0,1,7,4,4,744000,0,16384,536,32,0,0,1,0,0,0,24178300,372,16436,32792,163500,4000,19,33,16384,3,0,32792,1
1,1,1,0,1,7,4,4,744000,0,16384,536,32,0,0,1,0,52,0,24178352,424,16436,32792,163500,4000,19,33,16384,3,0,32792,1
1,1,1,0,1,7,4,4,744000,0,16384,536,32,0,0,1,0,104,0,24178404,476,16436,32792,163500,4000,19,33,16384,3,0,32792,1
1,1,1,0,1,7,4,4,744000,0,16384,536,32,0,0,1,0,152,0,24178452,524,16436,32792,163500,4000,19,33,16384,3,0,32792,1
1,1,1,0,1,7,4,4,744000,0,16384,536,32,0,0,1,0,204,0,24178504,576,16436,32792,163500,4000,19,33,16384,3,0,32792,1
1,1,1,0,1,7,4,4,744000,0,16384,536,32,0,0,1,0,252,0,24178552,624,16436,32792,163500,4000,19,33,16384,3,0,32792,1
1,1,1,0,1,7,4,4,744000,0,16384,536,32,0,0,1,0,304,0,24178604,676,16436,32792,163500,4000,19,33,16384,3,0,32792,1
1,1,1,0,1,7,4,4,744000,0,16384,536,32,0,0,1,0,356,0,24178656,728,16436,32792,163500,4000,19,33,16384,3,0,32792,1
1,1,1,0,1,7,4,4,744000,0,16384,536,32,0,0,1,0,404,0,24178704,776,16436,32792,163500,4000,19,33,16384,3,0,32792,1
1,1,1,0,1,7,4,4,744000,0,16384,536,32,0,0,1,0,456,0,24178756,828,16436,32792,163500,4000,19,33,16384,3,0,32792,1
1,1,1,0,1,7,4,4,744000,0,16384,536,32,0,0,1,0,504,0,24178804,876,16436,32792,163500,4000,19,33,16384,3,0,32792,1
1,1,1,0,1,7,4,4,744000,0,16384,536,32,0,0,1,0,556,0,24178856,928,16436,32792,163500,4000,19,33,16384,3,0,32792,1
1,1,1,0,1,7,4,4,744000,0,16384,536,32,0,0,1,0,608,0,24178908,980,16436,32792,163500,4000,19,33,16384,3,0,32792,1
1,1,1,0,1,7,4,4,744000,0,16384,536,32,0,0,1,0,656,0,24178956,1028,16436,32792,163500,4000,19,33,16384,3,0,32792,1
1,1,1,0,1,7,4,4,744000,0,16384,536,32,0,0,1,0,708,0,24179008,1080,16436,32792,163500,4000,19,33,16384,3,0,32792,1
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,16,0,24179060,1132,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,64,0,24179108,1180,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,116,0,24179160,1232,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,168,0,24179212,1284,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,216,0,24179260,1332,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,268,0,24179312,1384,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,320,0,24179364,1436,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,368,0,24179412,1484,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,420,0,24179464,1536,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,468,0,24179512,1584,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,520,0,24179564,1636,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,572,0,24179616,1688,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,620,0,24179664,1736,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,672,0,24179716,1788,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,720,0,24179764,1836,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,772,0,24179816,1888,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,820,0,24179864,1936,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,872,0,24179916,1988,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,920,0,24179964,2036,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,972,0,24180016,2088,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,1020,0,24180064,2136,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,1072,0,24180116,2188,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,1124,0,24180168,2240,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,1172,0,24180216,2288,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,1224,0,24180268,2340,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,1276,0,24180320,2392,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,1324,0,24180368,2440,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,1376,0,24180420,2492,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,1424,0,24180468,2540,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,2,0,2,7,4,4,1488000,0,16384,536,32,0,0,1,0,1476,0,24180520,2592,16436,32792,163500,4000,19,33,16384,3,0,32792,2
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,36,0,24180572,2644,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,88,0,24180624,2696,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,136,0,24180672,2744,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,188,0,24180724,2796,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,240,0,24180776,2848,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,288,0,24180824,2896,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,340,0,24180876,2948,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,388,0,24180924,2996,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,440,0,24180976,3048,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,492,0,24181028,3100,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,540,0,24181076,3148,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,592,0,24181128,3200,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,640,0,24181176,3248,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,692,0,24181228,3300,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,740,0,24181276,3348,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,792,0,24181328,3400,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,844,0,24181380,3452,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,892,0,24181428,3500,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,944,0,24181480,3552,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,992,0,24181528,3600,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,1044,0,24181580,3652,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,1096,0,24181632,3704,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,1144,0,24181680,3752,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,1196,0,24181732,3804,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,1248,0,24181784,3856,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,1300,0,24181836,3908,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,1348,0,24181884,3956,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,1400,0,24181936,4008,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,1448,0,24181984,4056,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,1500,0,24182036,4108,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,1552,0,24182088,4160,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,1600,0,24182136,4208,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,1652,0,24182188,4260,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,1704,0,24182240,4312,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,1752,0,24182288,4360,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,1804,0,24182340,4412,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,1856,0,24182392,4464,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,1904,0,24182440,4512,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,1956,0,24182492,4564,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,2004,0,24182540,4612,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,2056,0,24182592,4664,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,2108,0,24182644,4716,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,2156,0,24182692,4764,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,2208,0,24182744,4816,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,2260,0,24182796,4868,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,2308,0,24182844,4916,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,2360,0,24182896,4968,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,2412,0,24182948,5020,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,2464,0,24183000,5072,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,2512,0,24183048,5120,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,2564,0,24183100,5172,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,2612,0,24183148,5220,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,2664,0,24183200,5272,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,2716,0,24183252,5324,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,2764,0,24183300,5372,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,2816,0,24183352,5424,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,2864,0,24183400,5472,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,2916,0,24183452,5524,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,3,0,3,7,4,4,2976000,0,16384,536,32,0,0,1,0,2968,0,24183504,5576,16436,32792,163500,4000,19,33,16384,3,0,32792,3
1,1,4,0,4,7,4,4,5952000,0,16384,536,32,0,0,1,0,32,0,24183552,5624,16436,32792,163500,4000,19,33,16384,3,0,32792,4
1,1,4,0,4,7,4,4,5952000,0,16384,536,32,0,0,1,0,84,0,24183604,5676,16436,32792,163500,4000,19,33,16384,3,0,32792,4
1,1,4,0,4,7,4,4,5952000,0,16384,536,32,0,0,1,0,132,0,24183652,5724,16436,32792,163500,4000,19,33,16384,3,0,32792,4
1,0,0,0,0,7,4,4,6464000,0,16384,536,2,0,0,0,0,24,0,24183704,24,16436,32792,862500,1401000,19,2,16384,3,0,32792,4
1,0,0,0,0,7,4,4,6464000,0,16384,536,2,0,0,0,0,72,0,24183752,72,16436,32792,862500,1401000,19,2,16384,3,0,32792,4
1,0,0,0,0,7,4,4,6464000,0,16384,536,2,0,0,0,0,124,0,24183804,124,16436,32792,862500,1401000,19,2,16384,3,0,32792,4
1,0,0,0,0,7,4,4,6204000,0,16384,536,3,0,0,0,0,16,0,24183856,16,16436,32792,775000,1226000,19,3,16384,3,0,32792,4
1,0,0,0,0,7,4,4,6204000,0,16384,536,3,0,0,0,0,68,0,24183908,68,16436,32792,775000,1226000,19,3,16384,3,0,32792,4
1,0,0,0,0,7,4,4,6204000,0,16384,536,3,0,0,0,0,116,0,24183956,116,16436,32792,775000,1226000,19,3,16384,3,0,32792,4
1,0,0,0,0,7,4,4,5776000,0,16384,536,4,0,0,0,0,8,0,24184008,8,16436,32792,631500,939000,19,5,16384,3,0,32792,4
1,0,0,0,0,7,4,4,5776000,0,16384,536,4,0,0,0,0,60,0,24184060,60,16436,32792,631500,939000,19,5,16384,3,0,32792,4
1,0,0,0,0,7,4,4,5776000,0,16384,536,4,0,0,0,0,108,0,24184108,108,16436,32792,631500,939000,19,5,16384,3,0,32792,4
1,0,0,0,0,7,4,4,5776000,0,16384,536,4,0,0,0,0,160,0,24184160,160,16436,32792,631500,939000,19,5,16384,3,0,32792,4
1,0,0,0,0,7,4,4,5320000,0,16384,536,6,0,0,0,0,52,0,24184212,52,16436,32792,521500,720000,19,7,16384,3,0,32792,4
1,0,0,0,0,7,4,4,5320000,0,16384,536,6,0,0,0,0,100,0,24184260,100,16436,32792,521500,720000,19,7,16384,3,0,32792,4
1,0,0,0,0,7,4,4,5320000,0,16384,536,6,0,0,0,0,152,0,24184312,152,16436,32792,521500,720000,19,7,16384,3,0,32792,4
1,0,0,0,0,7,4,4,4756000,0,16384,536,9,0,0,0,0,40,0,24184360,40,16436,32792,437000,552000,19,9,16384,3,0,32792,4
1,0,0,0,0,7,4,4,4756000,0,16384,536,9,0,0,0,0,92,0,24184412,92,16436,32792,437000,552000,19,9,16384,3,0,32792,4
1,0,0,0,0,7,4,4,4756000,0,16384,536,9,0,0,0,0,140,0,24184460,140,16436,32792,437000,552000,19,9,16384,3,0,32792,4
1,0,0,0,0,7,4,4,4136000,0,16384,536,12,0,0,0,0,32,0,24184512,32,16436,32792,346000,371000,19,12,16384,3,0,32792,4
1,0,0,0,0,7,4,4,4136000,0,16384,536,12,0,0,0,0,80,0,24184560,80,16436,32792,346000,371000,19,12,16384,3,0,32792,4
1,0,0,0,0,7,4,4,4136000,0,16384,536,12,0,0,0,0,132,0,24184612,132,16436,32792,346000,371000,19,12,16384,3,0,32792,4
1,0,0,0,0,7,4,4,3536000,0,16384,536,15,0,0,0,0,20,0,24184660,20,16436,32792,270000,217000,19,16,16384,3,0,32792,4
1,0,0,0,0,7,4,4,3536000,0,16384,536,15,0,0,0,0,72,0,24184712,72,16436,32792,270000,217000,19,16,16384,3,0,32792,4
1,0,0,0,0,7,4,4,3536000,0,16384,536,15,0,0,0,0,124,0,24184764,124,16436,32792,270000,217000,19,16,16384,3,0,32792,4
1,0,0,0,0,7,4,4,2968000,0,16384,536,18,0,0,0,0,12,0,24184812,12,16436,32792,234000,147000,19,19,16384,3,0,32792,4
1,0,0,0,0,7,4,4,2968000,0,16384,536,18,0,0,0,0,64,0,24184864,64,16436,32792,234000,147000,19,19,16384,3,0,32792,4
1,0,0,0,0,7,4,4,2968000,0,16384,536,18,0,0,0,0,116,0,24184916,116,16436,32792,234000,147000,19,19,16384,3,0,32792,4
1,0,0,0,0,7,4,4,2436000,0,16384,536,18,0,0,0,0,4,0,24184964,4,16436,32792,217000,113000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,2436000,0,16384,536,18,0,0,0,0,56,0,24185016,56,16436,32792,217000,113000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,2436000,0,16384,536,18,0,0,0,0,104,0,24185064,104,16436,32792,217000,113000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,2436000,0,16384,536,18,0,0,0,0,156,0,24185116,156,16436,32792,217000,113000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,1984000,0,16384,536,18,0,0,0,0,40,0,24185164,40,16436,32792,205000,85000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,1984000,0,16384,536,18,0,0,0,0,92,0,24185216,92,16436,32792,205000,85000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,1984000,0,16384,536,18,0,0,0,0,144,0,24185268,144,16436,32792,205000,85000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,1612000,0,16384,536,18,0,0,0,0,32,0,24185316,32,16436,32792,195000,66000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,1612000,0,16384,536,18,0,0,0,0,84,0,24185368,84,16436,32792,195000,66000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,1612000,0,16384,536,18,0,0,0,0,132,0,24185416,132,16436,32792,195000,66000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,1316000,0,16384,536,18,0,0,0,0,24,0,24185468,24,16436,32792,187500,51000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,1316000,0,16384,536,18,0,0,0,0,76,0,24185520,76,16436,32792,187500,51000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,1316000,0,16384,536,18,0,0,0,0,124,0,24185568,124,16436,32792,187500,51000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,1080000,0,16384,536,18,0,0,0,0,16,0,24185620,16,16436,32792,181500,40000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,1080000,0,16384,536,18,0,0,0,0,64,0,24185668,64,16436,32792,181500,40000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,1080000,0,16384,536,18,0,0,0,0,116,0,24185720,116,16436,32792,181500,40000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,904000,0,16384,536,18,0,0,0,0,4,0,24185768,4,16436,32792,177000,31000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,904000,0,16384,536,18,0,0,0,0,56,0,24185820,56,16436,32792,177000,31000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,904000,0,16384,536,18,0,0,0,0,108,0,24185872,108,16436,32792,177000,31000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,904000,0,16384,536,18,0,0,0,0,156,0,24185920,156,16436,32792,177000,31000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,768000,0,16384,536,18,0,0,0,0,48,0,24185972,48,16436,32792,173500,24000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,768000,0,16384,536,18,0,0,0,0,96,0,24186020,96,16436,32792,173500,24000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,768000,0,16384,536,18,0,0,0,0,148,0,24186072,148,16436,32792,173500,24000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,668000,0,16384,536,18,0,0,0,0,36,0,24186120,36,16436,32792,170500,19000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,668000,0,16384,536,18,0,0,0,0,88,0,24186172,88,16436,32792,170500,19000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,668000,0,16384,536,18,0,0,0,0,140,0,24186224,140,16436,32792,170500,19000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,596000,0,16384,536,18,0,0,0,0,24,0,24186272,24,16436,32792,169500,13000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,596000,0,16384,536,18,0,0,0,0,76,0,24186324,76,16436,32792,169500,13000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,596000,0,16384,536,18,0,0,0,0,124,0,24186372,124,16436,32792,169500,13000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,536000,0,16384,536,18,0,0,0,0,16,0,24186424,16,16436,32792,167500,11000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,536000,0,16384,536,18,0,0,0,0,64,0,24186472,64,16436,32792,167500,11000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,536000,0,16384,536,18,0,0,0,0,116,0,24186524,116,16436,32792,167500,11000,19,20,16384,3,0,32792,4
1,0,0,0,0,7,4,4,496000,0,16384,536,21,0,0,0,0,8,0,24186576,8,16436,32792,166500,9000,19,21,16384,3,0,32792,4
1,0,0,0,0,7,4,4,496000,0,16384,536,21,0,0,0,0,56,0,24186624,56,16436,32792,166500,9000,19,21,16384,3,0,32792,4
1,0,0,0,0,7,4,4,496000,0,16384,536,21,0,0,0,0,108,0,24186676,108,16436,32792,166500,9000,19,21,16384,3,0,32792,4
1,0,0,0,0,7,4,4,496000,0,16384,536,21,0,0,0,0,156,0,24186724,156,16436,32792,166500,9000,19,21,16384,3,0,32792,4
1,0,0,0,0,7,4,4,464000,0,16384,536,21,0,0,0,0,48,0,24186776,48,16436,32792,165500,7000,19,21,16384,3,0,32792,4
1,0,0,0,0,7,4,4,464000,0,16384,536,21,0,0,0,0,100,0,24186828,100,16436,32792,165500,7000,19,21,16384,3,0,32792,4
1,0,0,0,0,7,4,4,464000,0,16384,536,21,0,0,0,0,148,0,24186876,148,16436,32792,165500,7000,19,21,16384,3,0,32792,4
